,owner,project,file,page,abstracted,classification
1794,randyrants,sharpkeys,"Swiss-German-(CH-DE)-keyboard-remapping---including-support-for-""ctrl-alt-del""-and-""\"".md",swiss german ch de keyboard remapping including support for ctrl alt del and,swiss german ch de keyboard remapping include support for ctrl alt del and,
1795,Kaggle,kaggle-api,Dataset-Metadata.md,dataset metadata,dataset metadata,
1796,Kaggle,kaggle-api,Kernel-Metadata.md,kernel metadata,kernel metadata,
1797,meanjs,mean,Educational-Resources.md,educational resources,educational resource,
1798,dominikh,go-tools,Research.md,research,research,
1799,tmate-io,tmate,Webhooks.md,webhooks,webhooks,
1800,aelsabbahy,goss,Benchmarks.md,benchmarks,benchmark,
1801,tonsky,datascript,API-overview.md,api overview,api overview,
1802,tonsky,datascript,FAQ.md,faq,faq,
1803,tonsky,datascript,Hacking.md,hacking,hack,
1804,tonsky,datascript,Getting-started.md,getting started,get start,
1805,tonsky,datascript,Tips-&-tricks.md,tips tricks,tip trick,
1806,tonsky,datascript,Javascript-API.md,javascript api,javascript api,
1807,agrosner,DBFlow,Home.md,home,home,
1808,GetPublii,Publii,App-build-process.md,app build process,app build process,
1809,bbatsov,prelude,Core-Packages.md,core packages,core package,
1810,sphinx-doc,sphinx,Sphinx-2-ideas.md,sphinx 2 ideas,@PROJECT @NUMBER idea,
1811,coteditor,CotEditor,Additional-Syntax-Styles.md,additional syntax styles,additional syntax style,
1812,coteditor,CotEditor,CotEditor-Scripts.md,cot editor scripts,@PROJECT script,
1813,mhinz,vim-startify,Example-configurations.md,example configurations,example configuration,
1814,mhinz,vim-startify,Plugin-features-in-detail.md,plugin features in detail,plugin feature in detail,
1815,phpseclib,phpseclib,GSoC-Ideas.md,gso c ideas,gso c idea,
1816,phpseclib,phpseclib,Who-is-using-phpseclib.md,who is using phpseclib,who is use @PROJECT,
1817,rust-lang,rustup,Rustup-working-group-charter.md,rustup working group charter,@PROJECT work group charter,
1818,rust-lang,rustup,Non-host-toolchains.md,non host toolchains,non host toolchains,
1819,Sequel-Ace,Sequel-Ace,"Release-manager,-Changelog-and-Submission.md",release manager changelog and submission,release manager changelog and submission,
1820,yiisoft,yii,Translation-team.md,translation team,translation team,
1821,yiisoft,yii,Core-framework-code-style.md,core framework code style,core framework code style,
1822,yiisoft,yii,Documentation-translation-guidelines.md,documentation translation guidelines,documentation translation guideline,
1823,yiisoft,yii,Git-workflow-for-Yii-contributors.md,git workflow for yii contributors,git workflow for @PROJECT contributor,
1824,python-trio,trio,libuv-notes.md,libuv notes,libuv note,
1825,python-trio,trio,Reading-list.md,reading list,read list,
1826,python-trio,trio,Testimonials.md,testimonials,testimonial,
1827,python-trio,trio,Issue-snapshot-by-category.md,issue snapshot by category,issue snapshot by category,
1828,claritylab,lucida,Home.md,home,home,
1829,claritylab,lucida,Installing-Local-Lucida.md,installing local lucida,instal local @PROJECT,
1830,claritylab,lucida,Roadmap.md,roadmap,roadmap,
1831,claritylab,lucida,REST-API.md,rest api,rest api,
1832,winfsp,winfsp,WinFsp-Registry-Settings.md,win fsp registry settings,win fsp registry setting,
1833,winfsp,winfsp,Home.md,home,home,
1834,winfsp,winfsp,WinFsp-API-winfsp.h.md,win fsp api winfsph,win fsp api winfsph,
1835,winfsp,winfsp,WinFsp-API-launch.h.md,win fsp api launchh,win fsp api launchh,
1836,sdkman,sdkman-cli,FAQ.md,faq,faq,
1837,sdkman,sdkman-cli,Vendor-onboarding-process.md,vendor onboarding process,vendor onboarding process,
1838,jely2002,youtube-dl-gui,Settings.md,settings,setting,
1839,jely2002,youtube-dl-gui,FAQ.md,faq,faq,
1840,jely2002,youtube-dl-gui,Errors.md,errors,error,
1841,jely2002,youtube-dl-gui,Tutorial:-Private-videos-&-playlists-(legacy-1.8.7).md,tutorial private videos playlists legacy 187,tutorial private video playlist legacy @NUMBER,
1842,jely2002,youtube-dl-gui,Tutorial:-Private-videos-&-playlists.md,tutorial private videos playlists,tutorial private video playlist,
1843,jasontaylordev,NorthwindTraders,Roadmap.md,roadmap,roadmap,
1844,projectdiscovery,nuclei-templates,Unique-Template-Matchers.md,unique template matchers,unique template matcher,
1845,connorferster,handcalcs,Application:-Handcalcs-in-Education.md,application handcalcs in education,application @PROJECT in education,
1846,connorferster,handcalcs,Handcalcs-with-pandas-and-numpy.md,handcalcs with pandas and numpy,@PROJECT with panda and numpy,
1847,alangpierce,sucrase,Porting-changes-from-Babel's-parser.md,porting changes from babel parser,port change from babel parser,
1848,alangpierce,sucrase,JSX-Automatic-Runtime-Transform-Technical-Plan.md,jsx automatic runtime transform technical plan,jsx automatic runtime transform technical plan,
1849,alangpierce,sucrase,Sucrase-Optional-Chaining-and-Nullish-Coalescing-Technical-Plan.md,sucrase optional chaining and nullish coalescing technical plan,@PROJECT optional chain and nullish coalesce technical plan,
1850,vmg,redcarpet,Emacs-Org-mode-ASCII-table.md,emacs org mode ascii table,emacs org mode ascii table,
1851,DEAP,deap,Using-decorators-to-enforce-stochastic-fitness.md,using decorators to enforce stochastic fitness,use decorator to enforce stochastic fitness,
1852,eggswift,ESTabBarController,Home.md,home,home,
1853,ntop,ntopng,03-MySQL-FAQ.md,03 my sql faq,@NUMBER my sql faq,
1854,ntop,ntopng,problem-to-configure-ntop-on-ubuntu-14.04.md,problem to configure ntop on ubuntu 1404,problem to configure ntop on ubuntu @NUMBER,
1855,ntop,ntopng,02-Elasticsearch-FAQ.md,02 elasticsearch faq,@NUMBER elasticsearch faq,
1856,ntop,ntopng,Home.md,home,home,
1857,ntop,ntopng,09-How-to-Report-a-Bug.md,09 how to report a bug,@NUMBER how to report a bug,
1858,segmentio,analytics.js,Writing-Integrations.md,writing integrations,write integration,
1859,segmentio,analytics.js,Home.md,home,home,
1860,segmentio,analytics.js,Building-a-Custom-Distribution.md,building a custom distribution,build a custom distribution,
1861,request,request-promise,Troubleshooting.md,troubleshooting,troubleshoot,
1862,request,request-promise,Getting-Back-Support-for-Continuation-Local-Storage.md,getting back support for continuation local storage,get back support for continuation local storage,
1863,libfuse,sshfs,Release-Process.md,release process,release process,
1864,negomi,react-burger-menu,FAQ-(1.x-only).md,faq 1x only,faq @NUMBER only,
1865,negomi,react-burger-menu,FAQ.md,faq,faq,
1866,moq,moq4,Quickstart.md,quickstart,quickstart,
1867,moq,moq4,FAQ.md,faq,faq,
1868,microsoft,vscode-cpptools,Troubleshooting-Performance-Issues.md,troubleshooting performance issues,troubleshoot performance issue,
1869,microsoft,vscode-cpptools,Microsoft-Native-Debugger-licensing-and-Microsoft-Visual-Studio-Code.md,microsoft native debugger licensing and microsoft visual studio code,microsoft native debugger license and microsoft visual studio code,
1870,microsoft,vscode-cpptools,PipeTransport.md,pipe transport,pipe transport,
1871,activeloopai,Hub,Activeloop-GSoC-2022-project-ideas.md,activeloop gso c 2022 project ideas,activeloop gso c @YEAR project idea,
1872,activeloopai,Hub,Hub-Kaggle's-Herbarium-2021--Half-Earth-Challenge.md,hub kaggle herbarium 2021 half earth challenge,@PROJECT kaggle herbarium @YEAR half earth challenge,
1873,activeloopai,Hub,Hub's-Plant-Pathology-2021-Challenge.md,hub plant pathology 2021 challenge,@PROJECT plant pathology @YEAR challenge,
1874,dilame,instagram-private-api,@igpapi-*@2.x.x-description.md,igpapi 2xx description,igpapi @NON_ENGLISH description,
1875,krausest,js-framework-benchmark,Build-all-frameworks-with-docker.md,build all frameworks with docker,build all framework with docker,
1876,yoshiko2,Movie_Data_Capture,English.md,english,english,
1877,Netflix,conductor,Roadmap.md,roadmap,roadmap,
1878,OpenTSDB,opentsdb,Companies-using-OpenTSDB-in-production.md,companies using open tsdb in production,company use open tsdb in production,
1879,OpenTSDB,opentsdb,Installation-on-Cloudera-Virtual-Machine.md,installation on cloudera virtual machine,installation on cloudera virtual machine,
1880,szad670401,HyperLPR,HyperLPRGUI.md,hyper lprgui,hyper lprgui,
1881,numbersprotocol,nit,Design.md,design,design,
1882,redecentralize,alternative-internet,Status-tracker.md,status tracker,status tracker,
1883,derbyjs,derby,Community-Projects.md,community projects,community project,
1884,derbyjs,derby,Frequently-Asked-Questions.md,frequently asked questions,frequently ask question,
1885,kangax,html-minifier,Minifying Handlebars templates.md,minifying handlebars templates,minify handlebar template,
1886,PyCQA,pycodestyle,RelatedTools.md,related tools,relate tool,
1887,microsoft,DirectX-Graphics-Samples,Home.md,home,home,
1888,microsoft,vscode-docs,Style-Guide.md,style guide,style guide,
1889,newmarcel,KeepingYouAwake,1.5:-Start-at-Login-Problems.md,15 start at login problems,@NUMBER start at login problem,
1890,openkraken,kraken,Roadmap.md,roadmap,roadmap,
1891,openkraken,kraken,Iteration-Plans.md,iteration plans,iteration plan,
1892,posativ,isso,Powered-by-isso.md,powered by isso,power by @PROJECT,
1893,preactjs,wmr,Configuration-Recipes.md,configuration recipes,configuration recipe,
1894,raspberrypi,firmware,Mailbox-framebuffer-interface.md,mailbox framebuffer interface,mailbox framebuffer interface,
1895,raspberrypi,firmware,USB-MSD-and-network-boot-debugging.md,usb msd and network boot debugging,usb msd and network boot debug,
1896,raspberrypi,firmware,Pin-usage-reference.md,pin usage reference,pin usage reference,
1897,raspberrypi,firmware,Mailbox-property-interface.md,mailbox property interface,mailbox property interface,
1898,raspberrypi,firmware,Accessing-mailboxes.md,accessing mailboxes,access mailbox,
1899,raspberrypi,firmware,Mailboxes.md,mailboxes,mailbox,
1900,simplefocus,FlowType.JS,Home.md,home,home,
1901,MrSwitch,hello.js,Sign-Up-for-Social-Networks.md,sign up for social networks,sign up for social network,
1902,NullArray,AutoSploit,Bugs-and-ideas.md,bugs and ideas,bug and idea,
1903,NullArray,AutoSploit,Examples-and-images.md,examples and images,example and image,
1904,NullArray,AutoSploit,Usage.md,usage,usage,
1905,NullArray,AutoSploit,Development-information.md,development information,development information,
1906,NullArray,AutoSploit,Home.md,home,home,
1907,NullArray,AutoSploit,Creating-your-own-exploit-list.md,creating your own exploit list,create your own exploit list,
1908,skorch-dev,skorch,Issue-Planning.md,issue planning,issue plan,
1909,skorch-dev,skorch,Release.md,release,release,
1910,aasm,aasm,I18n-support.md,i18n support,@NON_ENGLISH support,
1911,google,model-viewer,Code-conventions.md,code conventions,code convention,
1912,google,model-viewer,Understanding-Travis-builds.md,understanding travis builds,understand travis build,
1913,gitpoint,git-point,I18N.md,i18n,@NON_ENGLISH,
1914,gitpoint,git-point,Working-on-a-PR.md,working on a pr,work on a pr,
1915,gitpoint,git-point,Setup.md,setup,setup,
1916,gitpoint,git-point,Testing.md,testing,test,
1917,go-lang-plugin-org,go-lang-idea-plugin,FAQ.md,faq,faq,
1918,go-lang-plugin-org,go-lang-idea-plugin,v1.0.0-Setup-initial-project.md,v100 setup initial project,@NUMBER setup initial project,
1919,go-lang-plugin-org,go-lang-idea-plugin,Vision.md,vision,vision,
1920,go-lang-plugin-org,go-lang-idea-plugin,Documentation.md,documentation,documentation,
1921,sqlfluff,sqlfluff,Contributing-Dialect-Changes.md,contributing dialect changes,contribute dialect change,
1922,sqlfluff,sqlfluff,Git-Guide.md,git guide,git guide,
1923,gorgonia,gorgonia,[open-problem]-reductionInferShape-which-is-a-bit-overeager-when-it-comes-to-squeezing-dimensions..md,open problem reduction infer shape which is a bit overeager when it comes to squeezing dimensions,open problem reduction infer shape which is a bite overeager when it come to squeeze dimension,
1924,google,google-java-format,FAQ.md,faq,faq,
1925,google,google-java-format,The-Rectangle-Rule.md,the rectangle rule,the rectangle rule,
1926,mockk,mockk,Home.md,home,home,
1927,preactjs,preact-cli,FAQs.md,faqs,faq,
1928,preactjs,preact-cli,Plugins.md,plugins,plugins,
1929,preactjs,preact-cli,Config-Recipes.md,config recipes,config recipe,
1930,preactjs,preact-cli,Webpack-Config-Helpers.md,webpack config helpers,webpack config helper,
1931,ballercat,walt,Syntax.md,syntax,syntax,
1932,ballercat,walt,Home.md,home,home,
1933,ballercat,walt,Compiler-Internals.md,compiler internals,compiler internals,
1934,ballercat,walt,Version-0.0.1.md,version 001,version @NUMBER,
1935,ballercat,walt,Roadmap.md,roadmap,roadmap,
1936,ballercat,walt,Closures.md,closures,closure,
1937,ballercat,walt,Walt-In-5-Minutes.md,walt in 5 minutes,@PROJECT in @NUMBER minute,
1938,esnet,iperf,IperfPseudoCode.md,iperf pseudo code,@PROJECT pseudo code,
1939,esnet,iperf,IperfProtocolStates.md,iperf protocol states,@PROJECT protocol state,
1940,esnet,iperf,IperfProtocolSpecification.md,iperf protocol specification,@PROJECT protocol specification,
1941,esnet,iperf,IperfStateMachine.md,iperf state machine,@PROJECT state machine,
1942,justinwalsh,daux.io,Add-Page-Function-Hack.md,add page function hack,add page function hack,
1943,org-roam,org-roam,Use-org-roam-V2-with-native-compilation.md,use org roam v2 with native compilation,use @PROJECT @NUMBER with native compilation,
1944,gregmalcolm,python_koans,Class-Attribute.md,class attribute,class attribute,
1945,Codeception,Codeception,Who-is-using-it?.md,who is using it,who is use it,
1946,Codeception,Codeception,Git-workflow-for-Codeception-contributors.md,git workflow for codeception contributors,git workflow for @PROJECT contributor,
1947,jsdelivr,jsdelivr,jsDelivr-Paths-and-URLs.md,js delivr paths and urls,js delivr path and url,
1948,jsdelivr,jsdelivr,What-to-do-if-I-die-aka-The-bus-factor.md,what to do if i die aka the bus factor,what to do if i die aka the bus factor,
1949,JanusGraph,janusgraph,Learning-Gremlin.md,learning gremlin,learn gremlin,
1950,JanusGraph,janusgraph,Indexing.md,indexing,index,
1951,jankotek,mapdb,MapDB4-notes.md,map db4 notes,map @NON_ENGLISH note,
1952,xmendez,wfuzz,PyCurlSSLBug.md,py curl sslbug,py curl sslbug,
1953,xmendez,wfuzz,Home.md,home,home,
1954,Flipboard,bottomsheet,Recipes.md,recipes,recipe,
1955,Flipboard,bottomsheet,API-Documentation.md,api documentation,api documentation,
1956,unisonweb,unison,Boston-Unison-Developers-meetup-notes.md,boston unison developers meetup notes,boston @PROJECT developer meetup note,
1957,unisonweb,unison,Best-practices-for-developing-and-refactoring-data-types-in-Unison.md,best practices for developing and refactoring data types in unison,best practice for develop and refactoring data type in @PROJECT,
1958,unisonweb,unison,Upgrading-a-large-data-type.md,upgrading a large data type,upgrade a large data type,
1959,PyQt5,PyQt,3rd-party-applications.md,3rd party applications,@NON_ENGLISH party application,
1960,prose,prose,Prose-Configuration.md,prose configuration,@PROJECT configuration,
1961,prose,prose,Sites-Using-Prose.md,sites using prose,sit use @PROJECT,
1962,prose,prose,Changelog.md,changelog,changelog,
1963,prose,prose,Getting-Started.md,getting started,get start,
1964,madebymany,sir-trevor-js,Custom-blocks.md,custom blocks,custom block,
1965,sqlpad,sqlpad,ODBC.md,odbc,odbc,
1966,sqlpad,sqlpad,Things-to-deprecate.md,things to deprecate,thing to deprecate,
1967,remacs,remacs,Remacs-Types.md,remacs types,@PROJECT type,
