,repository,file,page,abstracted_page
2343,rlidwka/sinopia,Installing-As-a-Windows-Service.md,installing as a windows service,install as a window service
2344,robbiehanson/CocoaHTTPServer,Home.md,home,home
2345,mapstruct/mapstruct,Creating-an-Official-Release.md,creating an official release,create an official release
2346,mapstruct/mapstruct,Migration-notes.md,migration notes,migration note
2347,breach/breach_core,Running-Breach-on-Linux.md,running breach on linux,run breach on linux
2348,breach/breach_core,API-Reference-v0.3.md,api reference v03,api reference @NUMBER
2349,breach/breach_core,Building-Breach-from-Source.md,building breach from source,build breach from source
2350,breach/breach_core,List-of-modules.md,list of modules,list of module
2351,breach/breach_core,Creating a new module.md,creating a new module,create a new module
2352,breach/breach_core,Breach-modular-architecture.md,breach modular architecture,breach modular architecture
2353,mandiant/commando-vm,Commando-VM-Roadmap.md,commando vm roadmap,@PROJECT roadmap
2354,este/este,VSCode.md,vscode,vscode
2355,amitshekhariitbhu/Fast-Android-Networking,Using-Fast-Android-Networking-Library-With-RxJava.md,using fast android networking library with rx java,use @PROJECT library with rx java
2356,amitshekhariitbhu/Fast-Android-Networking,Home.md,home,home
2357,amitshekhariitbhu/Fast-Android-Networking,Using-Fast-Android-Networking-Library-In-Your-Application.md,using fast android networking library in your application,use @PROJECT library in your application
2358,RayTracing/raytracing.github.io,Implementations.md,implementations,implementation
2359,RayTracing/raytracing.github.io,Aggregation-of-Possible-Next-Steps.md,aggregation of possible next steps,aggregation of possible next step
2360,RayTracing/raytracing.github.io,Monorepo-vs.-Multirepo.md,monorepo vs multirepo,monorepo vs multirepo
2361,fikovnik/ShiftIt,The-Hammerspoon-Alternative.md,the hammerspoon alternative,the hammerspoon alternative
2362,nate-parrott/Flashlight,Examples.txt-Reference.md,examplestxt reference,examplestxt reference
2363,nate-parrott/Flashlight,Settings-API.md,settings api,setting api
2364,nate-parrott/Flashlight,How-Flashlight-Works-Internally.md,how flashlight works internally,how @PROJECT work internally
2365,nate-parrott/Flashlight,Internationalization.md,internationalization,internationalization
2366,nate-parrott/Flashlight,Creating-a-Plugin.md,creating a plugin,create a plugin
2367,nate-parrott/Flashlight,API-Reference.md,api reference,api reference
2368,imakewebthings/deck.js,Home.md,home,home
2369,thoughtbot/administrate,Field:-ScopedHasManyField.md,field scoped has many field,field scoped have many field
2370,thoughtbot/administrate,List-of-Plugins.md,list of plugins,list of plugins
2371,thoughtbot/administrate,Rails-6-&-Webpacker.md,rails 6 webpacker,rail @NUMBER webpacker
2372,TryGhost/node-sqlite3,API.md,api,api
2373,TryGhost/node-sqlite3,Binaries.md,binaries,binary
2374,TryGhost/node-sqlite3,Control-Flow.md,control flow,control flow
2375,TryGhost/node-sqlite3,Debugging.md,debugging,debug
2376,jonls/redshift,Configuration-file.md,configuration file,configuration file
2377,muaz-khan/RecordRTC,Record-Multiple-Streams-Into-Single-File.md,record multiple streams into single file,record multiple stream into single file
2378,muaz-khan/RecordRTC,mimeType-and-recorderType.md,mime type and recorder type,mime type and recorder type
2379,muaz-khan/RecordRTC,Upload-To-Server.md,upload to server,upload to server
2380,muaz-khan/RecordRTC,RecordRTC-on-AngularJs.md,record rtc on angular js,@PROJECT on angular js
2381,muaz-khan/RecordRTC,PHP-Upload-Issues.md,php upload issues,php upload issue
2382,muaz-khan/RecordRTC,Upload-to-YouTube.md,upload to you tube,upload to you tube
2383,SigmaHQ/sigma,Specification.md,specification,specification
2384,SigmaHQ/sigma,Specification:-Sigma-Correlations.md,specification sigma correlations,specification @PROJECT correlation
2385,SigmaHQ/sigma,Taxonomy.md,taxonomy,taxonomy
2386,SigmaHQ/sigma,Rule-Creation-Guide.md,rule creation guide,rule creation guide
2387,SigmaHQ/sigma,Tags.md,tags,tag
2388,SigmaHQ/sigma,Log-Sources.md,log sources,log source
2389,vcr/vcr,Recording-every-request-(with-Typhoeus).md,recording every request with typhoeus,record every request with typhoeus
2390,vcr/vcr,Automatically-record-all-remote-calls-(with-RSpec).md,automatically record all remote calls with rspec,automatically record all remote call with rspec
2391,vcr/vcr,Common-Custom-Matchers.md,common custom matchers,common custom matcher
2392,vcr/vcr,Usage-with-MiniTest.md,usage with mini test,usage with mini test
2393,valor-software/ngx-bootstrap,_Sidebar.md,sidebar,sidebar
2394,pivpn/pivpn,FAQ.md,faq,faq
2395,pivpn/pivpn,Home.md,home,home
2396,pivpn/pivpn,WireGuard.md,wire guard,wire guard
2397,pivpn/pivpn,OpenVPN.md,open vpn,open vpn
2398,pivpn/pivpn,Upgrading.md,upgrading,upgrade
2399,davatron5000/Lettering.js,Wrapping-letters-with-lettering().md,wrapping letters with lettering,wrap letter with letter
2400,davatron5000/Lettering.js,Chaining-with-lettering().md,chaining with lettering,chain with letter
2401,mortenjust/androidtool-mac,Troubleshooting.md,troubleshooting,troubleshoot
2402,evernote/android-job,FAQ.md,faq,faq
2403,evernote/android-job,Migrating-to-WorkManager.md,migrating to work manager,migrate to work manager
2404,evernote/android-job,Version-1.2.0.md,version 120,version @NUMBER
2405,linkerd/linkerd,Linkerd-code-of-conduct.md,linkerd code of conduct,@PROJECT code of conduct
2406,linkerd/linkerd,How-to-ask-questions-in-slack.md,how to ask questions in slack,how to ask question in slack
2407,python-mode/python-mode,Home.md,home,home
2408,rtfeldman/seamless-immutable,Deeply-nested-object-was-detected.md,deeply nested object was detected,deeply nest object be detect
2409,espnet/espnet,FAQ.md,faq,faq
2410,espnet/espnet,tts_decode.py-(Core-Tools).md,tts decodepy core tools,tt decodepy core tool
2411,espnet/espnet,How-to-port-the-Kaldi-recipe-to-the-ESPnet-recipe?.md,how to port the kaldi recipe to the espnet recipe,how to port the kaldi recipe to the @PROJECT recipe
2412,joshuaclayton/blueprint-css,Beta-&-RC-Tests.md,beta rc tests,beta rc test
2413,joshuaclayton/blueprint-css,rounded-borders-corners.md,rounded borders corners,round border corner
2414,joshuaclayton/blueprint-css,Quick-start-tutorial.md,quick start tutorial,quick start tutorial
2415,joshuaclayton/blueprint-css,JQuery-Plugin-Clear-Css.md,jquery plugin clear css,jquery plugin clear cs
2416,ViewDeck/ViewDeck,App-Showcase.md,app showcase,app showcase
2417,ViewDeck/ViewDeck,Installing.md,installing,install
2418,ViewDeck/ViewDeck,Home.md,home,home
2419,ViewDeck/ViewDeck,Pull-requests.md,pull requests,pull request
2420,ViewDeck/ViewDeck,Contributors.md,contributors,contributor
2421,ViewDeck/ViewDeck,Other-implementations.md,other implementations,other implementation
2422,ViewDeck/ViewDeck,Starting-with-an-opened-sideview.md,starting with an opened sideview,start with an open sideview
2423,liuxinyu95/AlgoXY,Depth-First-Search.md,depth first search,depth first search
2424,liuxinyu95/AlgoXY,Preface.md,preface,preface
2425,gothinkster/react-redux-realworld-example-app,Home.md,home,home
2426,zedeus/nitter,Extensions.md,extensions,extension
2427,zedeus/nitter,DMCA-templates.md,dmca templates,dmca template
2428,zedeus/nitter,Nginx.md,nginx,nginx
2429,zedeus/nitter,Caddy.md,caddy,caddy
2430,zedeus/nitter,Unraid.md,unraid,unraid
2431,zedeus/nitter,Instances.md,instances,instance
2432,zedeus/nitter,Apache.md,apache,apache
2433,agentejo/cockpit,Collection-Field-Types.md,collection field types,collection field type
2434,agentejo/cockpit,Next:-Using-Regions.md,next using regions,next use region
2435,munificent/craftinginterpreters,Lox-Implementations.md,lox implementations,lox implementation
2436,tzapu/WiFiManager,Examples.md,examples,example
2437,tzapu/WiFiManager,Methods.md,methods,method
2438,tzapu/WiFiManager,API-reference.md,api reference,api reference
2439,pypa/pipx,Common-Package-Installation-Issues.md,common package installation issues,common package installation issue
2440,vrana/adminer,Technical-Wiki.md,technical wiki,technical wiki
2441,vrana/adminer,Compile-Adminer-with-Plugin(s)-and-Design.md,compile adminer with plugins and design,compile @PROJECT with plugins and design
2442,vrana/adminer,Enable-sqlite3.md,enable sqlite3,enable @NON_ENGLISH
2443,lostisland/faraday,Home.md,home,home
2444,lostisland/faraday,Parallel-requests.md,parallel requests,parallel request
2445,lostisland/faraday,Setting-up-SSL-certificates.md,setting up ssl certificates,set up ssl certificate
2446,nhn/tui.image-editor,Basic-Tutorial.md,basic tutorial,basic tutorial
2447,nhn/tui.image-editor,ImageEditor-2.0.0-Migration-guide.md,image editor 200 migration guide,image editor @NUMBER migration guide
2448,nhn/tui.image-editor,v1.1.0-Features-Reference.md,v110 features reference,@NUMBER feature reference
2449,bee-san/pyWhat,API.md,api,api
2450,bee-san/pyWhat,Adding-your-own-Regex.md,adding your own regex,add your own regex
2451,dbt-labs/dbt-core,New-Adapter-Information-Sheet.md,new adapter information sheet,new adapter information sheet
2452,minbrowser/min,Architecture.md,architecture,architecture
2453,minbrowser/min,userscripts.md,userscripts,userscripts
2454,minbrowser/min,Content-blocking-settings.md,content blocking settings,content block setting
2455,minbrowser/min,Home.md,home,home
2456,jpillora/cloud-torrent,Auto-Run-on-Reboot.md,auto run on reboot,auto run on reboot
2457,share/sharedb,Upgrading-to-sharedb@1.0.0-from-1.0.0-beta.md,upgrading to sharedb100 from 100 beta,upgrade to @NON_ENGLISH from @NUMBER beta
2458,share/sharedb,ShareDB-PR-Review-Meeting-Notes---2018.md,share db pr review meeting notes 2018,share db pr review meet note @YEAR
2459,json5/json5,In-The-Wild.md,in the wild,in the wild
2460,json5/json5,Using-JSON5-with-TypeScript.md,using json5 with type script,use @PROJECT with type script
2461,json5/json5,The-JSON5-Grammar.md,the json5 grammar,the @PROJECT grammar
2462,fastruby/fast-ruby,JRuby-Performance-results.md,jruby performance results,jruby performance result
2463,thangchung/clean-code-dotnet,Home.md,home,home
2464,mikf/gallery-dl,Custom-Site-Support-Example:-Gelbooru.md,custom site support example gelbooru,custom site support example gelbooru
2465,mikf/gallery-dl,Config-File-Outline.md,config file outline,config file outline
2466,tjanczuk/edge,Release-process.md,release process,release process
2467,tjanczuk/edge,Performance.md,performance,performance
2468,tjanczuk/edge,Add-support-for-a-CLR-language.md,add support for a clr language,add support for a clr language
2469,groue/GRDB.swift,Performance.md,performance,performance
2470,groue/GRDB.swift,SQLite-versions.md,sqlite versions,sqlite version
2471,akfamily/akshare,Home.md,home,home
2472,scribejava/scribejava,Custom-Apis.md,custom apis,custom apis
2473,yixia/VitamioBundle,ErrorCode.md,error code,error code
2474,yixia/VitamioBundle,How-to-use-Vitamio-3.0-with-your-own-FFmpeg-build?.md,how to use vitamio 30 with your own ffmpeg build,how to use vitamio @NUMBER with your own ffmpeg build
2475,processone/ejabberd,Getting-started.md,getting started,get start
2476,processone/ejabberd,Home.md,home,home
2477,seemoo-lab/openhaystack,Flashing-nRF-with-OpenOCD---ST-Link.md,flashing nrf with open ocd st link,flash nrf with open ocd st link
2478,PrismLibrary/Prism,Release-Notes---6.0.0.md,release notes 600,release note @NUMBER
2479,PrismLibrary/Prism,Release-Notes-6.2.0.md,release notes 620,release note @NUMBER
2480,PrismLibrary/Prism,Release-Notes-6.3.0.md,release notes 630,release note @NUMBER
2481,PrismLibrary/Prism,Release-Notes---6.1.0.md,release notes 610,release note @NUMBER
2482,msiemens/tinydb,Used-By.md,used by,use by
2483,AutomaApp/automa,Help-Translate.md,help translate,help translate
2484,AutomaApp/automa,Blocks.md,blocks,block
2485,AutomaApp/automa,Features.md,features,feature
2486,blinksh/blink,Create and Access Host.md,create and access host,create and access host
2487,blinksh/blink,Using SSH Keys for iOS.md,using ssh keys for ios,use ssh key for io
2488,blinksh/blink,Navigating the Blink Shell.md,navigating the blink shell,navigate the @PROJECT shell
2489,blinksh/blink,Commanding Your Blink.md,commanding your blink,command your @PROJECT
2490,h6ah4i/android-advancedrecyclerview,Tutorial---How-to-add-SWIPEABLE-feature-to-your-adapter.md,tutorial how to add swipeable feature to your adapter,tutorial how to add swipeable feature to your adapter
2491,popcorn-time/popcorn-app,Roadmap.md,roadmap,roadmap
2492,popcorn-time/popcorn-app,F.A.Q.md,faq,faq
2493,popcorn-time/popcorn-app,Build-beta-2-on-Ubuntu-Linux-32-64-bits.md,build beta 2 on ubuntu linux 32 64 bits,build beta @NUMBER on ubuntu linux @NUMBER @NUMBER bit
2494,Clans/FloatingActionButton,Changelog.md,changelog,changelog
2495,Clans/FloatingActionButton,Documentation.md,documentation,documentation
2496,fnproject/fn,"Presentations,-talks-&-videos.md",presentations talks videos,presentation talk video
2497,XVimProject/XVim,Donation-messages-to-XVim.md,donation messages to xvim,donation message to @PROJECT
2498,XVimProject/XVim,Announcement-to-Contributors-and-Collaborators.md,announcement to contributors and collaborators,announcement to contributor and collaborator
2499,ProjectDent/ARKit-CoreLocation,Current-Location-Accuracy.md,current location accuracy,current location accuracy
2500,ProjectDent/ARKit-CoreLocation,Creating-a-new-ARCL-App:-Part-1.md,creating a new arcl app part 1,create a new arcl app part @NUMBER
2501,hql287/Manta,Translating-Manta.md,translating manta,translate @PROJECT
2502,hql287/Manta,Adding-and-Refactoring-Custom-Fields.md,adding and refactoring custom fields,add and refactoring custom field
2503,edwardtufte/tufte-css,Home.md,home,home
2504,JakeLin/SwiftLanguageWeather,Home.md,home,home
2505,theskumar/python-dotenv,Home.md,home,home
2506,standard-things/esm,Compile-Node.md,compile node,compile node
2507,openpgpjs/openpgpjs,V5-Changelog.md,v5 changelog,@NUMBER changelog
2508,openpgpjs/openpgpjs,Cure53-security-audit.md,cure53 security audit,@NON_ENGLISH security audit
2509,openpgpjs/openpgpjs,Introduction.md,introduction,introduction
2510,rest-client/rest-client,Development-notes.md,development notes,development note
2511,zplug/zplug,history.md,history,history
2512,zplug/zplug,Migration.md,migration,migration
2513,zplug/zplug,Configurations.md,configurations,configuration
2514,btraceio/btrace,Adaptive-Instrumentation.md,adaptive instrumentation,adaptive instrumentation
2515,btraceio/btrace,Home.md,home,home
2516,btraceio/btrace,BTrace-Annotations.md,btrace annotations,@PROJECT annotation
2517,btraceio/btrace,Trace-Scripts.md,trace scripts,trace script
2518,formtastic/formtastic,Custom-Class-Finders.md,custom class finders,custom class finder
2519,formtastic/formtastic,"Check-boxes,-with-text-fields-for-""other"".md",check boxes with text fields for other,check box with text field for other
2520,formtastic/formtastic,Upgrading-to-Formtastic-3.1.md,upgrading to formtastic 31,upgrade to @PROJECT @NUMBER
